OBJECTID,LENGTH,LINK,Midx,Midy,Cseason,Oseason,Cstartdate,Cenddate,Ostartdate,Oenddate,DFWOpen,BEACHID,BEACHCOMMENT,CLASSIFICATIONDATE,CLASSIFICATION,REASONDESCRIPTION,ORGANIZATION,BIDN,BEACHNAME,WATERBODYNAME,COUNTYNAME,GROWINGAREANAME,ALLSPECIEDESCRIPTIONS,FINALSTATUS,UPDATED,SHAPE_Length
52,16248.223,,-123.03039562,48.62275691,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,695,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,200340,DNR-240A,West Sound,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,7442.10681632518
53,697.835,,-122.71051678,48.6067528,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1063,None,2000/05/12 00:00:00+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Department of Natural Resources,221230,PELICAN BEACH (DNR 286A),Cypress Island,Skagit,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,321.295411047028
54,2741.118,,-122.80299403,48.60854195,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,879,Pollution Closure,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220580,DNR-277,Rosario Strait,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,1233.25753267457
55,837.477,,-122.81035126,48.60559233,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,863,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220520,SOUTH ORCAS,Rosario Strait,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,314.61732989094
56,1593.519,,-122.99692324,48.60155854,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,960,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220900,DNR-250B,West Sound,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,641.257162709083
57,6693.386,,-122.82480222,48.60237131,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,904,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Department of Natural Resources,220680,DNR-276,Lopez Sound,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,3404.08852194576
58,11525.365,,-123.09860231,48.61142739,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,856,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220490,DNR-336,San Juan Channel,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,5310.29762063715
59,4404.516,,-122.70257374,48.60122983,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1058,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,221180,DNR-212,Cypress Island,Skagit,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,2062.16342475
60,1534.34,,-123.01968937,48.59532892,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,735,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220020,DNR-245A (COON ISLAND),West Sound,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,706.121501806435
61,2830.409,,-123.02146037,48.59549127,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,732,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220010,DNR-245 MCCONNEL,West Sound,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,878.528326961032
62,3068.168,,-123.00723253,48.59629428,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,954,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220870,DNR-250A (CRANE IS),West Sound,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,357.939058672796
63,9390.214,,-122.72461679,48.6012458,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1013,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,200510,DNR-286,Cypress Island,Skagit,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,4102.04227113793
64,7390.944,,-122.8709767,48.59912867,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,895,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Department of Natural Resources,220650,DNR-265,Lopez Sound,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,3300.08804047883
65,1324.928,,-123.15683827,48.59194403,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1346,None,1999/02/04 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,220422,N ENGLISH CAMP,Haro Strait,San Juan,Westcott Bay,None,Open,2023/04/12 03:01:35+00,2214.43062971768
66,5303.322,,-122.95770272,48.58809268,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,962,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220920,DNR-260,West Sound,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,2464.73557161484
67,11721.784,,-123.19989778,48.59879303,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,702,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,200360,DNR-341 (HENRY IS),Haro Strait,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,5970.21707069232
68,2511.994,,-123.15577706,48.58853147,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round north of the National Park Service dinghy dock to Bell Point. ",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1464,None,2016/03/09 00:00:00+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220354,ENGLISH CAMP,Haro Strait,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,1691.93389447351
69,7208.649,,-122.99081573,48.58984232,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,958,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220890,DNR-259,West Sound,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,3329.90073934427
70,1186.281,http://parks.state.wa.us/477/Blind-Island,-122.93658896,48.58539048,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,950,None,2014/06/24 00:00:00+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,220840,BLIND ISLAND SP,West Sound,San Juan,Blind Bay,None,Unclassified,2023/04/12 03:01:35+00,546.172972420113
71,2962.048,,-122.94381705,48.5855484,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,949,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220830,DNR-260C,West Sound,San Juan,Blind Bay,None,Unclassified,2023/04/12 03:01:35+00,1514.78050042487
72,11551.55,,-122.69351541,48.58942733,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1056,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,221160,DNR-212A,Cypress Island,Skagit,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,5340.9023058976
73,1058.507,,-122.54394675,48.5797684,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1306,None,1998/02/26 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,210190,SAMISH IS REC AREA,Samish Bay,Skagit,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,823.755129249456
74,11511.275,,-123.01184157,48.58324464,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,956,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220880,DNR-259A (NECK PT),San Juan Channel,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,5473.49933420134
75,4952.64,,-122.99426894,48.57736756,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,951,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220850,DNR-258,San Juan Channel,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,2429.89195550234
76,14464.222,,-122.90835589,48.57334524,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,953,This beach has both OPEN and CLOSED portions.  Harvest is OPEN from Hankin Point south.  Please contact the San Juan County health department for the status of the beach from Hankin Point west.,2014/06/24 08:48:59+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,220860,DNR-264,Lopez Sound,San Juan,Upright Channel,None,Open,2023/04/12 03:01:35+00,5173.40086588877
77,6957.171,,-122.89109497,48.56821078,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,925,This beach has OPEN and UNCLASSIFIED portions. Shellfish harvest is OPEN from Upright Head southwest into Upright Channel. The portion from Upright Head to the southeast is UNCLASSIFIED.,2014/06/24 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,220760,DNR-294,Lopez Sound,San Juan,Upright Channel,None,Open,2023/04/12 03:01:35+00,3165.99608364069
78,3579.499,,-122.73618224,48.56166473,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1062,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,221220,STRAWBERRY ISLAND,Cypress Island,Skagit,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,1657.61826072799
79,16394.092,,-122.6762236,48.5663565,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1060,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,221200,DNR-211 (CYPRESS HD),Cypress Island,Skagit,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,8070.46966068349
80,6130.381,,-122.92443634,48.55853485,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,934,DNR-296-A is in the APPROVED shellfish growing area and is OPEN for recreational shellfish harvest.,2009/04/16 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,220790,DNR-296A (CANOE IS),San Juan Channel,San Juan,Upright Channel,None,Open,2023/04/12 03:01:35+00,2849.76854721291
81,4182.931,https://www.sanjuanco.com/facilities/facility/details/Odlin-County-Park-5,-122.89552563,48.55659067,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,916,None,2014/06/24 08:48:59+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,SAN JAUN COUNTY HEALTH DEPARTMENT,220730,ODLIN CP,Lopez Sound,San Juan,Upright Channel,None,Open,2023/04/12 03:01:35+00,1963.70979577807
82,8469.468,,-122.82931507,48.56266531,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,991,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,221010,DNR-292,Lopez Sound,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,3321.73015728844
